Image,Age
sad/image0017074.jpg,2.020732879638672
sad/image0003001.jpg,47.07951354980469
sad/image0013574.jpg,24.220233917236328
sad/image0003015.jpg,20.223268508911133
sad/image0017060.jpg,70.59185028076172
sad/image0001602.jpg,7.321133613586426
sad/image0026295.jpg,11.899091720581055
sad/image0027835.jpg,26.7452335357666
sad/image0006623.jpg,7.197580337524414
sad/image0013548.jpg,33.85014343261719
sad/image0020196.jpg,45.331939697265625
sad/image0018409.jpg,42.14985656738281
sad/image0016342.jpg,58.10208511352539
sad/image0025950.jpg,16.630098342895508
sad/image0028247.jpg,46.499786376953125
sad/image0025011.jpg,33.86839294433594
sad/image0023460.jpg,77.7109146118164
sad/image0021277.jpg,17.557649612426758
sad/image0026518.jpg,38.84747314453125
sad/image0001819.jpg,4.2082366943359375
sad/image0027160.jpg,7.483354568481445
sad/image0023306.jpg,11.741445541381836
sad/image0030434.jpg,23.107986450195312
sad/image0023448.jpg,14.578474044799805
sad/image0029603.jpg,26.454666137695312
sad/image0030346.jpg,17.902204513549805
sad/image0017921.jpg,25.516569137573242
sad/image0012681.jpg,4.540771484375
sad/image0026915.jpg,25.298603057861328
sad/image0026901.jpg,24.24063491821289
sad/image0023689.jpg,16.72003746032715
sad/image0020380.jpg,6.285207748413086
sad/image0028904.jpg,47.02739715576172
sad/image0027389.jpg,53.693695068359375
sad/image0014757.jpg,14.518301010131836
sad/image0024694.jpg,18.238527297973633
sad/image0019273.jpg,20.457426071166992
sad/image0027376.jpg,19.142179489135742
sad/image0027362.jpg,22.159969329833984
sad/image0021713.jpg,7.553123474121094
sad/image0013979.jpg,27.857908248901367
sad/image0000093.jpg,13.18853759765625
sad/image0022554.jpg,52.17360305786133
sad/image0020431.jpg,75.12820434570312
sad/image0028694.jpg,21.338485717773438
sad/image0017464.jpg,24.40540885925293
sad/image0000118.jpg,19.286142349243164
sad/image0013602.jpg,10.543197631835938
sad/image0021868.jpg,27.615144729614258
sad/image0008236.jpg,28.361421585083008
sad/image0001574.jpg,51.05158233642578
sad/image0013616.jpg,44.75229263305664
sad/image0023925.jpg,25.708105087280273
sad/image0010451.jpg,16.197799682617188
sad/image0019313.jpg,16.779096603393555
sad/image0016020.jpg,1.4515630006790161
sad/image0021698.jpg,62.234130859375
sad/image0007887.jpg,56.73930358886719
sad/image0026691.jpg,27.265697479248047
sad/image0010323.jpg,6.326589584350586
sad/image0014145.jpg,22.691621780395508
sad/image0024086.jpg,16.560190200805664
sad/image0025373.jpg,19.099485397338867
sad/image0005909.jpg,4.673630714416504
sad/image0021667.jpg,27.405309677124023
sad/image0020579.jpg,50.55170440673828
sad/image0028125.jpg,2.522623300552368
sad/image0027570.jpg,8.319686889648438
sad/image0025367.jpg,65.5618896484375
sad/image0022408.jpg,24.848127365112305
sad/image0027558.jpg,34.78123474121094
sad/image0018970.jpg,58.9985237121582
sad/image0029575.jpg,51.04765319824219
sad/image0026120.jpg,57.84368896484375
sad/image0011798.jpg,71.33552551269531
sad/image0024723.jpg,20.2902889251709
sad/image0024045.jpg,11.699131965637207
sad/image0022805.jpg,19.513866424560547
sad/image0003607.jpg,24.588212966918945
sad/image0003149.jpg,40.40940475463867
sad/image0022187.jpg,2.876113176345825
sad/image0019111.jpg,51.158573150634766
sad/image0001986.jpg,14.083754539489746
sad/image0010653.jpg,49.11574935913086
sad/image0019677.jpg,17.318090438842773
sad/image0027941.jpg,51.949974060058594
sad/image0002531.jpg,62.79879379272461
sad/image0014347.jpg,27.487504959106445
sad/image0014421.jpg,26.623825073242188
sad/image0028333.jpg,18.068696975708008
sad/image0020009.jpg,3.0623819828033447
sad/image0025165.jpg,41.45909118652344
sad/image0027772.jpg,39.19194030761719
sad/image0024535.jpg,47.07832336425781
sad/image0029777.jpg,47.78722381591797
sad/image0026444.jpg,65.40240478515625
sad/image0016587.jpg,29.47467613220215
sad/image0027996.jpg,19.946863174438477
sad/image0030232.jpg,34.70447540283203
sad/image0022636.jpg,61.66994094848633
sad/image0000497.jpg,61.6085319519043
sad/image0029005.jpg,36.217918395996094
sad/image0025158.jpg,22.741695404052734
sad/image0030233.jpg,43.224571228027344
sad/image0006795.jpg,20.220123291015625
sad/image0028454.jpg,20.034883499145508
sad/image0019851.jpg,42.504722595214844
sad/image0018597.jpg,37.43191909790039
sad/image0016551.jpg,25.55695915222168
sad/image0002242.jpg,28.673803329467773
sad/image0009317.jpg,81.35730743408203
sad/image0016237.jpg,17.586767196655273
sad/image0002256.jpg,35.608421325683594
sad/image0014434.jpg,55.15446090698242
sad/image0024291.jpg,26.253774642944336
sad/image0027940.jpg,15.651276588439941
sad/image0000327.jpg,17.48905372619629
sad/image0029945.jpg,4.493288040161133
sad/image0017673.jpg,20.151552200317383
sad/image0018540.jpg,31.279048919677734
sad/image0006018.jpg,51.74040603637695
sad/image0029789.jpg,20.80898094177246
sad/image0011216.jpg,50.8646240234375
sad/image0029951.jpg,12.196113586425781
sad/image0024722.jpg,12.608879089355469
sad/image0030031.jpg,26.69808006286621
sad/image0013824.jpg,26.829050064086914
sad/image0030025.jpg,47.53644561767578
sad/image0026109.jpg,43.869041442871094
sad/image0016974.jpg,45.327606201171875
sad/image0028642.jpg,20.176504135131836
sad/image0029548.jpg,39.830833435058594
sad/image0025414.jpg,2.191927194595337
sad/image0021699.jpg,35.69352340698242
sad/image0019306.jpg,17.788145065307617
sad/image0006226.jpg,64.3336181640625
sad/image0020587.jpg,56.95875549316406
sad/image0002040.jpg,8.430724143981934
sad/image0002726.jpg,9.407333374023438
sad/image0012535.jpg,35.007965087890625
sad/image0024087.jpg,1.5945863723754883
sad/image0028865.jpg,19.56522560119629
sad/image0026684.jpg,39.56723403930664
sad/image0020593.jpg,32.9100227355957
sad/image0011996.jpg,18.703407287597656
sad/image0024905.jpg,23.211362838745117
sad/image0008237.jpg,17.756200790405273
sad/image0017471.jpg,34.987831115722656
sad/image0028681.jpg,46.251529693603516
sad/image0015266.jpg,37.731475830078125
sad/image0005075.jpg,25.930875778198242
sad/image0028695.jpg,27.117807388305664
sad/image0008223.jpg,32.15814971923828
sad/image0005698.jpg,2.257591724395752
sad/image0016182.jpg,4.2630815505981445
sad/image0030145.jpg,31.62120246887207
sad/image0024130.jpg,14.505414962768555
sad/image0022555.jpg,2.606898069381714
sad/image0030151.jpg,55.345069885253906
sad/image0029400.jpg,33.30208206176758
sad/image0018805.jpg,27.593843460083008
sad/image0020424.jpg,9.128486633300781
sad/image0023105.jpg,20.156740188598633
sad/image0013978.jpg,44.90961456298828
sad/image0002875.jpg,48.999176025390625
sad/image0027405.jpg,42.733795166015625
sad/image0030179.jpg,68.56979370117188
sad/image0027411.jpg,4.027193069458008
sad/image0026069.jpg,17.846126556396484
sad/image0020418.jpg,27.136783599853516
sad/image0016141.jpg,69.22339630126953
sad/image0002134.jpg,16.350379943847656
sad/image0014756.jpg,18.229642868041992
sad/image0016627.jpg,30.34653091430664
sad/image0019514.jpg,19.839975357055664
sad/image0020395.jpg,29.536094665527344
sad/image0016633.jpg,41.179412841796875
sad/image0012455.jpg,16.384300231933594
sad/image0024681.jpg,50.098777770996094
sad/image0004551.jpg,47.2957649230957
sad/image0005667.jpg,36.838294982910156
sad/image0026900.jpg,49.89802551269531
sad/image0028087.jpg,57.015472412109375
sad/image0029399.jpg,33.774147033691406
sad/image0001415.jpg,35.97503662109375
sad/image0030421.jpg,16.462682723999023
sad/image0016380.jpg,21.905261993408203
sad/image0025992.jpg,28.390493392944336
sad/image0020626.jpg,6.33111572265625
sad/image0029602.jpg,38.3677978515625
sad/image0000290.jpg,37.03443145751953
sad/image0030353.jpg,51.817989349365234
sad/image0020168.jpg,31.85563087463379
sad/image0028520.jpg,22.10584831237793
sad/image0027613.jpg,33.32671356201172
sad/image0002450.jpg,34.23809814453125
sad/image0022958.jpg,46.462501525878906
sad/image0016357.jpg,35.1462516784668
sad/image0019702.jpg,34.10123825073242
sad/image0018434.jpg,17.739259719848633
sad/image0008141.jpg,42.017730712890625
sad/image0025979.jpg,34.98213195800781
sad/image0018420.jpg,58.83417510986328
sad/image0002478.jpg,7.85936164855957
sad/image0007270.jpg,43.777862548828125
sad/image0020817.jpg,49.74813461303711
sad/image0029833.jpg,58.399261474609375
sad/image0015106.jpg,38.56020736694336
sad/image0018422.jpg,55.42418670654297
sad/image0010718.jpg,22.729053497314453
sad/image0029199.jpg,47.7010498046875
sad/image0026282.jpg,58.06483459472656
sad/image0009261.jpg,24.825687408447266
sad/image0016341.jpg,19.566843032836914
sad/image0015648.jpg,21.643333435058594
sad/image0024495.jpg,31.177764892578125
sad/image0019700.jpg,5.265907287597656
sad/image0027188.jpg,48.81707000732422
sad/image0016355.jpg,32.512359619140625
sad/image0018393.jpg,5.148456573486328
sad/image0025774.jpg,44.88743591308594
sad/image0030379.jpg,69.5609359741211
sad/image0028536.jpg,8.408174514770508
sad/image0019927.jpg,30.178762435913086
sad/image0021260.jpg,47.460548400878906
sad/image0025760.jpg,66.04024505615234
sad/image0019099.jpg,61.85551452636719
sad/image0015853.jpg,22.855976104736328
sad/image0024456.jpg,34.89374542236328
sad/image0030345.jpg,2.4165782928466797
sad/image0026527.jpg,61.04200744628906
sad/image0024330.jpg,57.94367980957031
sad/image0030351.jpg,15.293235778808594
sad/image0026255.jpg,26.629587173461914
sad/image0029166.jpg,15.387945175170898
sad/image0016619.jpg,38.082130432128906
sad/image0028091.jpg,56.70137405395508
sad/image0013007.jpg,4.610342025756836
sad/image0017275.jpg,17.36236572265625
sad/image0026916.jpg,63.344520568847656
sad/image0011162.jpg,11.61863899230957
sad/image0000047.jpg,26.65981101989746
sad/image0030184.jpg,2.354799270629883
sad/image0021089.jpg,53.302215576171875
sad/image0019516.jpg,72.7970199584961
sad/image0023846.jpg,35.793067932128906
sad/image0026080.jpg,27.932058334350586
sad/image0000721.jpg,6.231067657470703
sad/image0013749.jpg,25.925647735595703
sad/image0028907.jpg,2.6185154914855957
sad/image0031265.jpg,27.142980575561523
sad/image0028734.jpg,48.52290344238281
sad/image0022219.jpg,19.84387969970703
sad/image0028052.jpg,2.543015718460083
sad/image0021710.jpg,17.53605079650879
sad/image0023675.jpg,18.259366989135742
sad/image0027413.jpg,56.62006759643555
sad/image0024132.jpg,64.44122314453125
sad/image0020432.jpg,2.4473876953125
sad/image0014797.jpg,13.679298400878906
sad/image0024898.jpg,31.193265914916992
sad/image0029364.jpg,61.11174774169922
sad/image0026057.jpg,5.5352783203125
sad/image0029402.jpg,20.871530532836914
sad/image0026731.jpg,21.995052337646484
sad/image0023649.jpg,20.460796356201172
sad/image0025238.jpg,34.482505798339844
sad/image0015264.jpg,2.1585018634796143
sad/image0028683.jpg,16.775510787963867
sad/image0017473.jpg,54.936031341552734
sad/image0018026.jpg,28.203563690185547
sad/image0005705.jpg,5.056883811950684
sad/image0016751.jpg,40.82491683959961
sad/image0028867.jpg,16.103836059570312
sad/image0016989.jpg,19.913293838500977
sad/image0023932.jpg,17.589256286621094
sad/image0019304.jpg,21.13434410095215
sad/image0021857.jpg,42.394935607910156
sad/image0023098.jpg,1.7969951629638672
sad/image0012523.jpg,74.53456115722656
sad/image0028873.jpg,41.25017547607422
sad/image0006556.jpg,13.041906356811523
sad/image0026686.jpg,12.65257453918457
sad/image0018768.jpg,38.832462310791016
sad/image0009856.jpg,3.526766538619995
sad/image0029238.jpg,9.12649917602539
sad/image0028126.jpg,42.36344528198242
sad/image0023701.jpg,42.80206298828125
